id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,id,business_id,user_id,stars,date,useful,funny,cool,id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,IwcTgxnLHaiLPu24BxAlGA,AoGCnRtwifZ2gTGHtg8KTw,Z8B5Elz8sQ2BZOVl8-FQ8g,5,"2015-02-10 00:00:00",0,0,0,Z8B5Elz8sQ2BZOVl8-FQ8g,Zelene,1,"2015-02-10 00:00:00",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,eUpewg2yXk3QKXuLtSGpPw,AoGCnRtwifZ2gTGHtg8KTw,z8cf4pcU1vX4z1NOUCNrzA,5,"2015-01-13 00:00:00",1,0,0,z8cf4pcU1vX4z1NOUCNrzA,Richard,523,"2011-08-20 00:00:00",261,25,20,23,3.86,4,4,0,0,1,6,14,7,7,5,11
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,VAwovm-1rXDnHK5Ko5UC5g,AoGCnRtwifZ2gTGHtg8KTw,z8pP61rib3P3oZoAfQxNag,1,"2015-11-17 00:00:00",0,0,0,z8pP61rib3P3oZoAfQxNag,Ashley,3,"2015-11-17 00:00:00",0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0
78XbdLi5e42XDxgnxuYacg,"Ohjah Japanese Steakhouse Sushi & Hibachi Flamingo","Spring Valley","10144 W Flamingo Rd","Las Vegas",NV,89147,36.1154,-115.314,4.5,299,1,9zwZJLHQ7VYs16MVwZFcaw,78XbdLi5e42XDxgnxuYacg,Z8SqmKGLeCH3uRjjv2B_lQ,5,"2016-04-19 00:00:00",2,0,1,Z8SqmKGLeCH3uRjjv2B_lQ,Chantelle,2,"2015-04-20 00:00:00",0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
fTtkz2RhWNAp6jKiIzXf_A,"Capriotti's Sandwich Shop","The Strip","322 W. Sahara","Las Vegas",NV,89102,36.1441,-115.161,4,296,1,sc8Wt9X4E1QaD-LRo4jc5g,fTtkz2RhWNAp6jKiIzXf_A,zaC3L_qy28bMLIvnoMng8Q,4,"2013-02-09 00:00:00",2,0,0,zaC3L_qy28bMLIvnoMng8Q,Jeremy,353,"2011-02-28 00:00:00",143,42,96,20,3.33,26,3,0,3,6,27,27,41,41,23,5
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,iMSS8Dbk0kdM-C4-qGkjng,d6_UHGiMQb5_m8mi_tRc2Q,zALdhmOqbi7L0RbsxE3dfA,3,"2010-08-17 00:00:00",1,0,0,zALdhmOqbi7L0RbsxE3dfA,Willie,342,"2010-02-22 00:00:00",34,5,35,10,3.25,6,2,3,0,0,32,17,26,26,4,7
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,oT01Ukj31jHyHTAviHUU1A,AoGCnRtwifZ2gTGHtg8KTw,ZAPXDJUy2qZiZc_at1jU7w,3,"2011-01-18 00:00:00",1,0,0,ZAPXDJUy2qZiZc_at1jU7w,Chris,6,"2011-01-14 00:00:00",3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
pDSl9xdKJCdN4vu8z26cEA,"Coyote Ugly Saloon","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.1015,-115.174,2.5,297,1,UpxzXcYyKCfHoQ_iLtxcIw,pDSl9xdKJCdN4vu8z26cEA,zaQ3CFl3fuld4X4vZrpP9A,4,"2008-02-17 00:00:00",0,0,0,zaQ3CFl3fuld4X4vZrpP9A,Jeremy,39,"2007-11-28 00:00:00",43,0,0,14,4.51,4,4,0,0,1,4,6,4,4,2,1
aS1qJzTGyluRT2tJ09Jbaw,"Magal BBQ",Chinatown,"4240 Spring Mountain Rd","Las Vegas",NV,89102,36.1268,-115.197,4.5,299,1,RWM5aZh0Az3Fp1WlMnulgQ,aS1qJzTGyluRT2tJ09Jbaw,zaroKoAZzuBJvZvelYQVYg,5,"2016-08-06 00:00:00",0,0,0,zaroKoAZzuBJvZvelYQVYg,Jelli,4,"2014-03-08 00:00:00",1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,C_YRoD1woyevXlE5ntzW1g,AoGCnRtwifZ2gTGHtg8KTw,zAzNTOkwiSPDZReXa4iwAg,2,"2015-07-06 00:00:00",0,0,0,zAzNTOkwiSPDZReXa4iwAg,Jennifer,7,"2015-06-25 00:00:00",2,0,0,1,3.75,0,0,0,0,0,0,0,0,0,0,0
oH6QAuoTLFaX97oqqpLTMg,"Familia Pizzeria",Southwest,"8090 S Durango Dr","Las Vegas",NV,89113,36.0425,-115.278,4,300,1,U9LXVj6yUkdmccmQ6wrvbg,oH6QAuoTLFaX97oqqpLTMg,Zb10UXC7hYFl0Hli-KOY4A,5,"2014-08-02 00:00:00",0,0,0,Zb10UXC7hYFl0Hli-KOY4A,Sarah,56,"2014-06-06 00:00:00",4,0,0,4,4.87,0,0,0,0,0,1,0,0,0,0,1
SzzrUeJGnl_LQAJXMK8wQw,"Omoide Noodles & Bowls",Southwest,"7745 S Rainbow Blvd","Las Vegas",NV,89139,36.0477,-115.244,3.5,295,1,XFpMVLkvYUICSuTxEVqZQw,SzzrUeJGnl_LQAJXMK8wQw,zB2Avm_qSD0H2Ifev_zvgQ,5,"2015-05-14 00:00:00",0,0,0,zB2Avm_qSD0H2Ifev_zvgQ,Erica,4,"2014-03-20 00:00:00",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
EZ4TljJvGenxrkM4JsqtZg,Sushi-ko,Northwest,"7101 W Craig Rd","Las Vegas",NV,89129,36.24,-115.25,3.5,297,1,VBgIxv5p1vCW9Lq4zzD2iw,EZ4TljJvGenxrkM4JsqtZg,Zc-pZ-kGWhvkz1oFp0ZHZA,5,"2015-03-05 00:00:00",5,3,4,Zc-pZ-kGWhvkz1oFp0ZHZA,Kimberly,7,"2015-02-12 00:00:00",1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
w6zW6gIyg1sI5V6Wag_SYg,"Teppan Bento",Southeast,"467 E Silverado Ranch, Unit 125","Las Vegas",NV,89183,36.0125,-115.153,4.5,299,1,vbjXnJnSX_MjzjcjRmTz4w,w6zW6gIyg1sI5V6Wag_SYg,ZcFB7xOpJufgX9hHPFh9mQ,5,"2015-10-02 00:00:00",22,18,22,ZcFB7xOpJufgX9hHPFh9mQ,Bobbi,235,"2008-09-29 00:00:00",1232,1007,1023,490,4.08,906,70,72,110,10,430,614,831,831,402,284
w6zW6gIyg1sI5V6Wag_SYg,"Teppan Bento",Southeast,"467 E Silverado Ranch, Unit 125","Las Vegas",NV,89183,36.0125,-115.153,4.5,299,1,PS4SyYCURxDJsxEDuRXSlQ,w6zW6gIyg1sI5V6Wag_SYg,zcO0yKgexT5DnmKrbmjItA,5,"2016-08-12 00:00:00",0,0,0,zcO0yKgexT5DnmKrbmjItA,Jordan,5,"2015-06-07 00:00:00",0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0
cNx3qzQ55JXpjZEt4lc7Tg,"Recess Italian Ice & Desserts","Spring Valley","5035 S Fort Apache Rd, Ste 104","Las Vegas",NV,89148,36.0977,-115.298,4,300,1,1Wc9in3HnrlRHH9Dh08l5A,cNx3qzQ55JXpjZEt4lc7Tg,zD7nzkNvZHEA64yaE8uc2A,3,"2017-07-08 00:00:00",0,0,0,zD7nzkNvZHEA64yaE8uc2A,Pokin,111,"2006-08-03 00:00:00",91,2,4,4,4.34,7,1,0,2,0,3,5,7,7,2,0
EZ4TljJvGenxrkM4JsqtZg,Sushi-ko,Northwest,"7101 W Craig Rd","Las Vegas",NV,89129,36.24,-115.25,3.5,297,1,_TAeZu9G9pvk4CqP0h6hMg,EZ4TljJvGenxrkM4JsqtZg,zD7nzkNvZHEA64yaE8uc2A,4,"2016-05-16 00:00:00",1,1,1,zD7nzkNvZHEA64yaE8uc2A,Pokin,111,"2006-08-03 00:00:00",91,2,4,4,4.34,7,1,0,2,0,3,5,7,7,2,0
w6zW6gIyg1sI5V6Wag_SYg,"Teppan Bento",Southeast,"467 E Silverado Ranch, Unit 125","Las Vegas",NV,89183,36.0125,-115.153,4.5,299,1,zb0CPjaLgnr9CpTX3fw_Rg,w6zW6gIyg1sI5V6Wag_SYg,zDEuv0DmLbP3D6t_b2iO-Q,5,"2016-09-18 00:00:00",0,0,1,zDEuv0DmLbP3D6t_b2iO-Q,Zoey,16,"2013-06-09 00:00:00",0,0,0,0,3.1,0,1,0,0,0,1,1,0,0,1,0
uE1sIGWRJwpLPN858FRPRw,"Hershey's Chocolate World","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.102,-115.174,3.5,299,1,6uLxEASlnoJlU9_TxEJ-HQ,uE1sIGWRJwpLPN858FRPRw,ZERpGXwdvHjWApWRcVofSQ,4,"2017-07-05 00:00:00",3,2,5,ZERpGXwdvHjWApWRcVofSQ,Cecille,959,"2011-03-23 00:00:00",2077,871,1584,128,4.12,112,18,4,1,0,104,264,174,174,115,58
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,2roaJXQilOgLOl5mkn9qew,d6_UHGiMQb5_m8mi_tRc2Q,ZEwpJOG8PFlHiFRdAZZ0iA,5,"2016-06-29 00:00:00",0,0,0,ZEwpJOG8PFlHiFRdAZZ0iA,Michael,167,"2009-06-19 00:00:00",364,275,444,9,3.9,2,0,1,0,0,11,7,8,8,4,9
oH6QAuoTLFaX97oqqpLTMg,"Familia Pizzeria",Southwest,"8090 S Durango Dr","Las Vegas",NV,89113,36.0425,-115.278,4,300,1,g4XD9w3pyyoDyxzagN-xLw,oH6QAuoTLFaX97oqqpLTMg,zFBcBstgo4gPMqwcYo9gvw,5,"2017-10-05 00:00:00",0,0,0,zFBcBstgo4gPMqwcYo9gvw,Kama,26,"2009-07-01 00:00:00",2,1,0,0,3.88,0,0,0,0,0,2,0,0,0,0,0
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,ztW8ykHLW5RJ0Ij1V5y9uQ,d6_UHGiMQb5_m8mi_tRc2Q,zFL4oW2ipBFwas8754XFGQ,5,"2014-07-21 00:00:00",2,1,1,zFL4oW2ipBFwas8754XFGQ,M,43,"2012-08-31 00:00:00",66,6,2,0,3.04,0,0,0,0,0,0,1,0,0,0,0
78XbdLi5e42XDxgnxuYacg,"Ohjah Japanese Steakhouse Sushi & Hibachi Flamingo","Spring Valley","10144 W Flamingo Rd","Las Vegas",NV,89147,36.1154,-115.314,4.5,299,1,IPvCJzgeYnAGUhNhabWF-A,78XbdLi5e42XDxgnxuYacg,zFveMOSeD0w6hf1qBJaXgA,5,"2014-12-01 00:00:00",0,0,0,zFveMOSeD0w6hf1qBJaXgA,Dana,21,"2014-09-10 00:00:00",14,0,0,0,4.62,0,0,0,0,0,0,1,0,0,0,0
uE1sIGWRJwpLPN858FRPRw,"Hershey's Chocolate World","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.102,-115.174,3.5,299,1,_SXQr4pIvfIFoJCHFrtzPw,uE1sIGWRJwpLPN858FRPRw,zFYs8gSUYDvXkb6O7YkRkw,3,"2015-11-16 00:00:00",34,28,34,zFYs8gSUYDvXkb6O7YkRkw,Joyce,622,"2009-09-05 00:00:00",8360,8305,8352,419,3.81,6417,257,101,92,6,1223,2251,3651,3651,941,2444
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,fia18oOMkFiN71qBU-4UCg,d6_UHGiMQb5_m8mi_tRc2Q,zG0FWMevvsO7gOYU_emwAw,2,"2008-08-21 00:00:00",1,5,1,zG0FWMevvsO7gOYU_emwAw,Mark,30,"2007-10-08 00:00:00",84,61,50,2,3.31,1,0,0,0,0,0,0,0,0,0,0
pDSl9xdKJCdN4vu8z26cEA,"Coyote Ugly Saloon","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.1015,-115.174,2.5,297,1,ggxldmCkv1I7ifilT4Io0g,pDSl9xdKJCdN4vu8z26cEA,ZGHjjsO-XmecW8-Z5ttOUg,1,"2008-09-17 00:00:00",0,0,0,ZGHjjsO-XmecW8-Z5ttOUg,Heather,91,"2008-02-13 00:00:00",54,40,40,5,3.83,8,1,0,0,0,6,3,7,7,1,0
w6zW6gIyg1sI5V6Wag_SYg,"Teppan Bento",Southeast,"467 E Silverado Ranch, Unit 125","Las Vegas",NV,89183,36.0125,-115.153,4.5,299,1,CPbSDwEhNnmquQ7p-LHunQ,w6zW6gIyg1sI5V6Wag_SYg,zgV0ZroIF956gw4cul8MHA,5,"2016-12-17 00:00:00",12,6,8,zgV0ZroIF956gw4cul8MHA,Elizabeth,578,"2010-04-06 00:00:00",2436,3550,2196,132,3.91,296,30,6,14,1,167,388,382,382,159,103
Po0QGzgwFrfnGJEi_akCjA,"KG BBQ",Chinatown,"4355 Spring Mountain Rd, Ste 201","Las Vegas",NV,89102,36.1259,-115.198,3,299,1,OuSh6oAlqck8kiR0eDjpqg,Po0QGzgwFrfnGJEi_akCjA,Zh196G7CVa9mcIz6Dk9U5g,1,"2016-08-14 00:00:00",8,7,7,Zh196G7CVa9mcIz6Dk9U5g,Angel,66,"2011-02-26 00:00:00",20,8,11,121,4.18,51,2,2,7,0,24,11,24,24,7,31
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,JJ9bZnFSPIZ6PCXgm4h_vw,d6_UHGiMQb5_m8mi_tRc2Q,zH6racrZ7rUqqv_Qy6dZDQ,3,"2015-11-29 00:00:00",4,2,3,zH6racrZ7rUqqv_Qy6dZDQ,Lynn,408,"2015-11-04 00:00:00",356,214,241,17,3.85,189,9,14,2,1,121,209,255,255,31,68
aS1qJzTGyluRT2tJ09Jbaw,"Magal BBQ",Chinatown,"4240 Spring Mountain Rd","Las Vegas",NV,89102,36.1268,-115.197,4.5,299,1,v8ekUZdpTrP_dkXdNuhWxA,aS1qJzTGyluRT2tJ09Jbaw,ZhBfuBnqtiqGrXb3UfKuGg,5,"2017-03-21 00:00:00",2,0,0,ZhBfuBnqtiqGrXb3UfKuGg,Vanny,6,"2010-09-01 00:00:00",1,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0
EZ4TljJvGenxrkM4JsqtZg,Sushi-ko,Northwest,"7101 W Craig Rd","Las Vegas",NV,89129,36.24,-115.25,3.5,297,1,Qe_5xcTFvYSrpmX1Dzgtrg,EZ4TljJvGenxrkM4JsqtZg,zhJvKMLD9WVZtjmG7DiXMA,5,"2009-06-15 00:00:00",2,2,2,zhJvKMLD9WVZtjmG7DiXMA,Cassandra,94,"2008-12-27 00:00:00",49,46,41,6,3.53,6,1,0,0,0,5,3,4,4,4,3
fTtkz2RhWNAp6jKiIzXf_A,"Capriotti's Sandwich Shop","The Strip","322 W. Sahara","Las Vegas",NV,89102,36.1441,-115.161,4,296,1,Qs3UQIS7u1Wi1xKA75Cq4g,fTtkz2RhWNAp6jKiIzXf_A,zI0AdylxbD7iYgWGSdY0Jg,4,"2016-01-05 00:00:00",0,0,0,zI0AdylxbD7iYgWGSdY0Jg,Scott,64,"2011-02-12 00:00:00",4,1,1,1,4.2,0,0,0,0,0,0,2,2,2,0,0
cNx3qzQ55JXpjZEt4lc7Tg,"Recess Italian Ice & Desserts","Spring Valley","5035 S Fort Apache Rd, Ste 104","Las Vegas",NV,89148,36.0977,-115.298,4,300,1,cCZFCqYrucr_0EkamkMWLA,cNx3qzQ55JXpjZEt4lc7Tg,zibMDeTBR5QCBUUAzAdmxA,5,"2016-11-19 00:00:00",0,0,0,zibMDeTBR5QCBUUAzAdmxA,Jocelle,6,"2016-04-23 00:00:00",0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,x7WIA677Oxm5GDzMaYoaBw,AoGCnRtwifZ2gTGHtg8KTw,zIEu5AP_z5zVaeZ_U26aNQ,5,"2016-10-03 00:00:00",0,0,2,zIEu5AP_z5zVaeZ_U26aNQ,JayBee,1,"2015-11-09 00:00:00",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
aS1qJzTGyluRT2tJ09Jbaw,"Magal BBQ",Chinatown,"4240 Spring Mountain Rd","Las Vegas",NV,89102,36.1268,-115.197,4.5,299,1,5mslnoCIGKWHkcA_eCPpdQ,aS1qJzTGyluRT2tJ09Jbaw,ZIGLaDvae9debsF2glk6Lw,3,"2017-07-31 00:00:00",0,0,0,ZIGLaDvae9debsF2glk6Lw,Jackie,3,"2016-03-05 00:00:00",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SzzrUeJGnl_LQAJXMK8wQw,"Omoide Noodles & Bowls",Southwest,"7745 S Rainbow Blvd","Las Vegas",NV,89139,36.0477,-115.244,3.5,295,1,1OjqQh47qM7NGF-60Jv2aw,SzzrUeJGnl_LQAJXMK8wQw,zimcIcfcMjXz0XkBTAtZdQ,4,"2015-07-31 00:00:00",0,0,0,zimcIcfcMjXz0XkBTAtZdQ,Shelly,2,"2015-07-30 00:00:00",0,0,0,1,4.5,0,0,0,0,0,0,0,0,0,0,0
SzzrUeJGnl_LQAJXMK8wQw,"Omoide Noodles & Bowls",Southwest,"7745 S Rainbow Blvd","Las Vegas",NV,89139,36.0477,-115.244,3.5,295,1,jcBVdHanDxIHoV2sOljROw,SzzrUeJGnl_LQAJXMK8wQw,ZiMiC7Jkm4lOOL1-fcQpMQ,5,"2016-10-02 00:00:00",0,0,0,ZiMiC7Jkm4lOOL1-fcQpMQ,Julianne,45,"2010-02-06 00:00:00",24,11,5,7,4.52,2,0,0,0,0,3,3,3,3,1,0
fTtkz2RhWNAp6jKiIzXf_A,"Capriotti's Sandwich Shop","The Strip","322 W. Sahara","Las Vegas",NV,89102,36.1441,-115.161,4,296,1,nUnOO-BnQ0WE9eIF5PNr4g,fTtkz2RhWNAp6jKiIzXf_A,ZIOCmdFaMIF56FR-nWr_2A,5,"2012-04-29 00:00:00",7,7,4,ZIOCmdFaMIF56FR-nWr_2A,Randy,2313,"2011-01-07 00:00:00",2538,1143,2470,768,3.8,811,199,78,23,91,486,2069,1588,1588,1356,455
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,-otS8MsMjd8El1A5kB0x3A,AoGCnRtwifZ2gTGHtg8KTw,ZIqkcApOQh8QfiydYSiLaQ,5,"2012-12-31 00:00:00",0,0,0,ZIqkcApOQh8QfiydYSiLaQ,Rachel,63,"2012-12-31 00:00:00",363,110,133,12,4.11,11,2,4,0,0,2,8,20,20,6,7
aS1qJzTGyluRT2tJ09Jbaw,"Magal BBQ",Chinatown,"4240 Spring Mountain Rd","Las Vegas",NV,89102,36.1268,-115.197,4.5,299,1,v81D6VojX2hefBehYPxEkg,aS1qJzTGyluRT2tJ09Jbaw,ziTStvGF0MszXuhFbHz1ig,5,"2017-08-18 00:00:00",0,0,0,ziTStvGF0MszXuhFbHz1ig,Maynard,13,"2011-11-15 00:00:00",1,0,0,1,3.92,0,0,0,0,0,0,0,0,0,0,0
aS1qJzTGyluRT2tJ09Jbaw,"Magal BBQ",Chinatown,"4240 Spring Mountain Rd","Las Vegas",NV,89102,36.1268,-115.197,4.5,299,1,jHV2CjoZMpCU2hYn1ag9lw,aS1qJzTGyluRT2tJ09Jbaw,zivu7PWdE163DzeaREXuXg,5,"2017-04-18 00:00:00",0,0,1,zivu7PWdE163DzeaREXuXg,Sharon,4,"2014-06-20 00:00:00",4,1,3,1,3.75,1,0,0,0,0,0,0,0,0,0,0
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,U3sG-C21LIwWhnQOuc2ptA,d6_UHGiMQb5_m8mi_tRc2Q,ZiwwZN6jO2S6TWA2EszLfQ,4,"2013-06-28 00:00:00",0,0,0,ZiwwZN6jO2S6TWA2EszLfQ,Aimee,35,"2012-12-12 00:00:00",6,1,0,0,3.69,0,0,0,0,0,0,0,0,0,0,0
Po0QGzgwFrfnGJEi_akCjA,"KG BBQ",Chinatown,"4355 Spring Mountain Rd, Ste 201","Las Vegas",NV,89102,36.1259,-115.198,3,299,1,sFLgng3XJv14sFKy9NQang,Po0QGzgwFrfnGJEi_akCjA,ZIxFwWzH_H2iPvAJpdy7kg,5,"2016-04-22 00:00:00",0,0,0,ZIxFwWzH_H2iPvAJpdy7kg,Bill,5,"2016-04-22 00:00:00",0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0
pDSl9xdKJCdN4vu8z26cEA,"Coyote Ugly Saloon","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.1015,-115.174,2.5,297,1,bz48Z65u0z3VuQH3usLVFQ,pDSl9xdKJCdN4vu8z26cEA,ZiYh0TmUaJNH33Czmx8zOw,4,"2017-07-26 00:00:00",1,0,0,ZiYh0TmUaJNH33Czmx8zOw,Michael,3,"2017-07-13 00:00:00",0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,0,0
aS1qJzTGyluRT2tJ09Jbaw,"Magal BBQ",Chinatown,"4240 Spring Mountain Rd","Las Vegas",NV,89102,36.1268,-115.197,4.5,299,1,uj7AHZAwmJDSxzwFpkJP0g,aS1qJzTGyluRT2tJ09Jbaw,ZI_D2w25XKf8SvbqQfaK4A,5,"2017-05-29 00:00:00",2,2,1,ZI_D2w25XKf8SvbqQfaK4A,Gerri,74,"2011-06-18 00:00:00",65,11,17,5,4.08,0,0,0,0,0,2,5,3,3,1,0
78XbdLi5e42XDxgnxuYacg,"Ohjah Japanese Steakhouse Sushi & Hibachi Flamingo","Spring Valley","10144 W Flamingo Rd","Las Vegas",NV,89147,36.1154,-115.314,4.5,299,1,Zzezi1iO5DeTQ9_UAh6M6w,78XbdLi5e42XDxgnxuYacg,Zj5ql4z8nWnhdiQr8O3saA,5,"2015-08-14 00:00:00",2,0,1,Zj5ql4z8nWnhdiQr8O3saA,Brett,47,"2010-03-17 00:00:00",11,1,3,3,3.77,2,1,0,0,0,2,0,2,2,2,1
w6zW6gIyg1sI5V6Wag_SYg,"Teppan Bento",Southeast,"467 E Silverado Ranch, Unit 125","Las Vegas",NV,89183,36.0125,-115.153,4.5,299,1,8DpcsgVHzVuvo75QV-N1LQ,w6zW6gIyg1sI5V6Wag_SYg,Zj75AIDXoBohrTWy50_u4w,5,"2015-05-18 00:00:00",0,0,0,Zj75AIDXoBohrTWy50_u4w,Kay,8,"2010-06-19 00:00:00",0,1,1,0,1.8,0,0,0,0,0,0,0,0,0,0,0
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,4GlTzLB_hV-4BAajW4xsew,AoGCnRtwifZ2gTGHtg8KTw,ZJDvoG6iMtYYQhrzN4POFw,5,"2013-09-19 00:00:00",0,0,0,ZJDvoG6iMtYYQhrzN4POFw,Lizeth,59,"2013-03-17 00:00:00",136,90,98,3,4.04,0,0,0,0,0,2,10,1,1,1,0
pDSl9xdKJCdN4vu8z26cEA,"Coyote Ugly Saloon","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.1015,-115.174,2.5,297,1,3LBKNaIGDcR9Wj3uzrlR7Q,pDSl9xdKJCdN4vu8z26cEA,zjskuq7uKpgfVKLg4V1xew,3,"2006-07-06 00:00:00",0,1,0,zjskuq7uKpgfVKLg4V1xew,Kelly,36,"2006-05-24 00:00:00",0,0,0,2,4.14,0,0,0,3,0,1,5,5,5,0,2
EZ4TljJvGenxrkM4JsqtZg,Sushi-ko,Northwest,"7101 W Craig Rd","Las Vegas",NV,89129,36.24,-115.25,3.5,297,1,Gvqyanxw-vjRRWOxg-og0Q,EZ4TljJvGenxrkM4JsqtZg,zjswDQVJkO-NYS0O0GDHBg,2,"2016-12-20 00:00:00",3,1,0,zjswDQVJkO-NYS0O0GDHBg,Lauren,10,"2014-11-01 00:00:00",38,2,2,0,3.2,0,0,0,0,0,0,0,0,0,0,0
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,Oe1NZvtZydhZ3BrrfVqurQ,d6_UHGiMQb5_m8mi_tRc2Q,zK4R5IFl5aBqePPEd0fvxw,2,"2010-12-29 00:00:00",3,1,1,zK4R5IFl5aBqePPEd0fvxw,McKenzie,760,"2010-12-28 00:00:00",1085,1053,1020,248,3.97,154,20,8,4,0,254,823,230,230,137,77
dZB5VuI4mCVRz8qQUwUgCg,"Krazy Sushi",Centennial,"7160 N Durango Dr, Ste 140","Las Vegas",NV,89149,36.2915,-115.287,3.5,300,1,NC6-92v520L1GGQ-6vWdSg,dZB5VuI4mCVRz8qQUwUgCg,zkBFQaTaDNU_BwSpY_ggyw,5,"2011-02-14 00:00:00",3,0,3,zkBFQaTaDNU_BwSpY_ggyw,Nicholas,11,"2011-02-12 00:00:00",3,0,2,0,3.73,0,0,0,0,0,3,3,1,1,1,0
SzzrUeJGnl_LQAJXMK8wQw,"Omoide Noodles & Bowls",Southwest,"7745 S Rainbow Blvd","Las Vegas",NV,89139,36.0477,-115.244,3.5,295,1,9ZUqNU6kay17ZZZDL8oUvw,SzzrUeJGnl_LQAJXMK8wQw,zKCAyo1rdFKu8xQGivJeUw,3,"2016-04-28 00:00:00",0,0,0,zKCAyo1rdFKu8xQGivJeUw,Carmen,97,"2011-08-16 00:00:00",55,21,32,6,3.96,3,0,0,0,0,1,3,1,1,2,1
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,DQJJK6TLIKH4rpTBdby8Pw,AoGCnRtwifZ2gTGHtg8KTw,ZkdYI-cWq3hPIlOKPmaw-A,5,"2015-01-09 00:00:00",0,0,0,ZkdYI-cWq3hPIlOKPmaw-A,Evan,4,"2015-01-09 00:00:00",0,0,0,0,4.2,1,0,0,0,0,0,0,0,0,0,0
